timestamp,split,agent_id,area,provider,cash_in_bdt,cash_out_bdt,provider_emoney_before_bdt,provider_emoney_after_bdt,provider_safe_threshold_bdt,authorized_topup_bdt,feed_status,feed_age_minutes,ground_truth_anomaly,ground_truth_anomaly_type,ground_truth_data_quality_issue,event_context,shared_cash_after_bdt,shared_cash_safe_threshold_bdt
2026-05-02T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8770,10940,107380,109550,17000,0,fresh,8,0,none,0,payday+weekend,177810,31000
2026-05-02T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6810,5930,120300,119420,19000,0,fresh,7,0,none,0,payday+weekend,177810,31000
2026-05-02T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,8890,13900,146410,151420,15000,0,fresh,4,0,none,0,payday+weekend,170270,31000
2026-05-02T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,10010,12010,109550,111550,17000,0,fresh,6,0,none,0,payday+weekend,170270,31000
2026-05-02T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6830,7360,119420,119950,19000,0,fresh,3,0,none,0,payday+weekend,170270,31000
2026-05-02T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,12610,12520,151420,151330,15000,0,fresh,6,0,none,0,payday+weekend,167850,31000
2026-05-02T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,11180,10180,111550,110550,17000,0,fresh,8,0,none,0,payday+weekend,167850,31000
2026-05-02T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,7600,11110,119950,123460,19000,0,fresh,6,0,none,0,payday+weekend,167850,31000
2026-05-02T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,15380,17000,151330,152950,15000,0,fresh,7,0,none,0,payday+weekend,162300,31000
2026-05-02T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,11900,14620,110550,113270,17000,0,fresh,1,0,none,0,payday+weekend,162300,31000
2026-05-02T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,8130,9340,123460,124670,19000,0,fresh,7,0,none,0,payday+weekend,162300,31000
2026-05-02T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,13300,13580,152950,153230,15000,0,fresh,3,0,none,0,payday+weekend,155560,31000
2026-05-02T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,9970,15360,113270,118660,17000,0,fresh,4,0,none,0,payday+weekend,155560,31000
2026-05-02T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,8470,9540,124670,125740,19000,0,fresh,4,0,none,0,payday+weekend,155560,31000
2026-05-02T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,12650,13200,153230,153780,15000,0,fresh,1,0,none,0,payday+weekend,153440,31000
2026-05-02T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,9760,12830,118660,121730,17000,0,fresh,8,0,none,0,payday+weekend,153440,31000
2026-05-02T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,7460,5960,125740,124240,19000,0,fresh,1,0,none,0,payday+weekend,153440,31000
2026-05-02T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,12500,9880,153780,151160,15000,0,fresh,5,0,none,0,payday+weekend,151360,31000
2026-05-02T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8790,11170,121730,124110,17000,0,fresh,2,0,none,0,payday+weekend,151360,31000
2026-05-02T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4950,7270,124240,126560,19000,0,fresh,3,0,none,0,payday+weekend,151360,31000
2026-05-02T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,9010,10940,151160,153090,15000,0,fresh,3,0,none,0,payday+weekend,150980,31000
2026-05-02T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,9760,8700,124110,123050,17000,0,fresh,7,0,none,0,payday+weekend,150980,31000
2026-05-02T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4920,4430,126560,126070,19000,0,fresh,8,0,none,0,payday+weekend,150980,31000
2026-05-02T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,10850,12910,153090,155150,15000,0,fresh,1,0,none,0,payday+weekend,150830,31000
2026-05-02T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7290,6980,123050,122740,17000,0,fresh,3,0,none,0,payday+weekend,150830,31000
2026-05-02T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6310,4710,126070,124470,19000,0,fresh,1,0,none,0,payday+weekend,150830,31000
2026-05-02T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1340,1190,155150,155000,15000,0,fresh,6,0,none,0,payday+weekend,150760,31000
2026-05-02T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1480,1670,122740,122930,17000,0,fresh,6,0,none,0,payday+weekend,150760,31000
2026-05-02T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,1000,1030,124470,124500,19000,0,fresh,5,0,none,0,payday+weekend,150760,31000
2026-05-02T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,2130,1620,155000,154490,15000,0,fresh,4,0,none,0,payday+weekend,150790,31000
2026-05-02T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1410,1440,122930,122960,17000,0,fresh,8,0,none,0,payday+weekend,150790,31000
2026-05-02T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,940,1390,124500,124950,19000,0,fresh,1,0,none,0,payday+weekend,150790,31000
2026-05-02T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1570,1870,154490,154790,15000,0,fresh,6,0,none,0,payday+weekend,150800,31000
2026-05-02T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1480,1120,122960,122600,17000,0,fresh,7,0,none,0,payday+weekend,150800,31000
2026-05-02T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,1060,1110,124950,125000,19000,0,fresh,8,0,none,0,payday+weekend,150800,31000
2026-05-02T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1790,1650,154790,154650,15000,0,fresh,7,0,none,0,payday+weekend,150330,31000
2026-05-02T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1270,1580,122600,122910,17000,0,fresh,4,0,none,0,payday+weekend,150330,31000
2026-05-02T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,840,1140,125000,125300,19000,0,fresh,4,0,none,0,payday+weekend,150330,31000
2026-05-02T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1510,2030,154650,155170,15000,0,delayed,31,1,feed_delay,1,payday+weekend,148830,31000
2026-05-02T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,980,1840,122910,123770,17000,0,fresh,1,0,none,0,payday+weekend,148830,31000
2026-05-02T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,860,980,125300,125420,19000,0,fresh,7,0,none,0,payday+weekend,148830,31000
2026-05-02T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1390,1590,155170,155370,15000,0,fresh,5,0,none,0,payday+weekend,147770,31000
2026-05-02T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1220,1870,123770,124420,17000,0,fresh,5,0,none,0,payday+weekend,147770,31000
2026-05-02T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,780,990,125420,125630,19000,0,fresh,4,0,none,0,payday+weekend,147770,31000
2026-05-02T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1670,1560,155370,155260,15000,0,fresh,2,0,none,0,payday+weekend,147560,31000
2026-05-02T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1240,1590,124420,124770,17000,0,fresh,8,0,none,0,payday+weekend,147560,31000
2026-05-02T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,910,880,125630,125600,19000,0,fresh,4,0,none,0,payday+weekend,147560,31000
2026-05-02T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1840,1720,155260,155140,15000,0,fresh,3,0,none,0,payday+weekend,147700,31000
2026-05-02T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1510,1470,124770,124730,17000,0,fresh,8,0,none,0,payday+weekend,147700,31000
2026-05-02T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,990,1010,125600,125620,19000,0,fresh,8,0,none,0,payday+weekend,147700,31000
2026-05-03T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1080,1080,155140,155140,15000,0,fresh,4,0,none,0,routine,147270,31000
2026-05-03T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,860,1150,124730,125020,17000,0,fresh,3,0,none,0,routine,147270,31000
2026-05-03T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,500,640,125620,125760,19000,0,fresh,1,0,none,0,routine,147270,31000
2026-05-03T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1250,1270,155140,155160,15000,0,fresh,6,0,none,0,routine,147310,31000
2026-05-03T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,750,760,125020,125030,17000,0,fresh,7,0,none,0,routine,147310,31000
2026-05-03T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,670,600,125760,125690,19000,0,fresh,6,0,none,0,routine,147310,31000
2026-05-03T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6820,7290,155160,155630,15000,0,fresh,1,0,none,0,routine,147260,31000
2026-05-03T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,4560,3510,125030,123980,17000,0,fresh,6,0,none,0,routine,147260,31000
2026-05-03T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3410,4040,125690,126320,19000,0,fresh,7,0,none,0,routine,147260,31000
2026-05-03T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,8510,6670,155630,153790,15000,0,fresh,7,0,none,0,routine,148540,31000
2026-05-03T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,5610,4840,123980,123210,17000,0,fresh,1,0,none,0,routine,148540,31000
2026-05-03T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4230,5560,126320,127650,19000,0,fresh,3,0,none,0,routine,148540,31000
2026-05-03T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5800,6910,153790,154900,15000,0,fresh,3,0,none,0,routine,148340,31000
2026-05-03T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,4570,3610,123210,122250,17000,0,fresh,3,0,none,0,routine,148340,31000
2026-05-03T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4550,4600,127650,127700,19000,0,fresh,5,0,none,0,routine,148340,31000
2026-05-03T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6740,11130,154900,159290,15000,0,fresh,3,0,none,0,routine,140510,31000
2026-05-03T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,4800,6310,122250,123760,17000,0,fresh,7,0,none,0,routine,140510,31000
2026-05-03T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4060,5990,127700,129630,19000,0,fresh,8,0,none,0,routine,140510,31000
2026-05-03T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7880,8700,159290,160110,15000,0,fresh,3,0,none,0,routine,139530,31000
2026-05-03T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6280,6190,123760,123670,17000,0,fresh,1,0,none,0,routine,139530,31000
2026-05-03T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3870,4120,129630,129880,19000,0,fresh,6,0,none,0,routine,139530,31000
2026-05-03T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,9590,9590,160110,160110,15000,0,fresh,3,0,none,0,routine,139320,31000
2026-05-03T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8000,8860,123670,124530,17000,0,fresh,2,0,none,0,routine,139320,31000
2026-05-03T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,5780,5130,129880,129230,19000,0,fresh,7,0,none,0,routine,139320,31000
2026-05-03T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,9790,9070,160110,159390,15000,0,fresh,8,0,none,0,routine,136960,31000
2026-05-03T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6410,9220,124530,127340,17000,0,fresh,7,0,none,0,routine,136960,31000
2026-05-03T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4260,4530,129230,129500,19000,0,fresh,7,0,none,0,routine,136960,31000
2026-05-03T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,9680,11990,159390,161700,15000,0,fresh,1,0,none,0,routine,134610,31000
2026-05-03T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7770,6260,127340,125830,17000,0,fresh,2,0,none,0,routine,134610,31000
2026-05-03T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4650,6200,129500,131050,19000,0,fresh,7,0,none,0,routine,134610,31000
2026-05-03T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7460,7820,161700,162060,15000,0,fresh,6,0,none,0,routine,135990,31000
2026-05-03T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7010,6710,125830,125530,17000,0,fresh,2,0,none,0,routine,135990,31000
2026-05-03T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,5940,4500,131050,129610,19000,0,fresh,8,0,none,0,routine,135990,31000
2026-05-03T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,9280,11410,162060,164190,15000,0,fresh,2,0,none,0,routine,133820,31000
2026-05-03T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8130,6730,125530,124130,17000,0,fresh,6,0,none,0,routine,133820,31000
2026-05-03T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3230,4670,129610,131050,19000,0,fresh,7,0,none,0,routine,133820,31000
2026-05-03T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5420,8280,164190,167050,15000,0,fresh,6,0,none,0,routine,133160,31000
2026-05-03T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7070,5030,124130,122090,17000,0,fresh,2,0,none,0,routine,133160,31000
2026-05-03T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4370,4210,131050,130890,19000,0,fresh,2,0,none,0,routine,133160,31000
2026-05-03T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7410,5910,167050,165550,15000,0,fresh,4,0,none,0,routine,132540,31000
2026-05-03T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6050,7600,122090,123640,17000,0,fresh,2,0,none,0,routine,132540,31000
2026-05-03T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3960,4530,130890,131460,19000,0,fresh,1,0,none,0,routine,132540,31000
2026-05-03T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5050,7070,165550,167570,15000,0,fresh,6,0,none,0,routine,131950,31000
2026-05-03T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6060,4680,123640,122260,17000,0,fresh,1,0,none,0,routine,131950,31000
2026-05-03T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3550,3500,131460,131410,19000,0,fresh,1,0,none,0,routine,131950,31000
2026-05-03T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6450,5020,167570,166140,15000,0,fresh,3,0,none,0,routine,134840,31000
2026-05-03T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,5140,4140,122260,121260,17000,0,fresh,1,0,none,0,routine,134840,31000
2026-05-03T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4130,3670,131410,130950,19000,0,fresh,3,0,none,0,routine,134840,31000
2026-05-03T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1020,1120,166140,166240,15000,0,fresh,5,0,none,0,routine,134640,31000
2026-05-03T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,930,1120,121260,121450,17000,0,fresh,2,0,none,0,routine,134640,31000
2026-05-03T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,690,600,130950,130860,19000,0,fresh,2,0,none,0,routine,134640,31000
2026-05-03T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,940,1040,166240,166340,15000,0,fresh,7,0,none,0,routine,134810,31000
2026-05-03T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,950,680,121450,121180,17000,0,fresh,4,0,none,0,routine,134810,31000
2026-05-03T17:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,550,550,130860,130860,19000,0,fresh,8,0,none,0,routine,134810,31000
2026-05-03T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1040,920,166340,166220,15000,0,fresh,2,0,none,0,routine,134730,31000
2026-05-03T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,620,1100,121180,121660,17000,0,fresh,5,0,none,0,routine,134730,31000
2026-05-03T18:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,670,390,130860,130580,19000,0,fresh,1,0,none,0,routine,134730,31000
2026-05-03T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1060,880,166220,166040,15000,0,fresh,5,0,none,0,routine,134690,31000
2026-05-03T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,1000,1170,121660,121830,17000,0,fresh,3,0,none,0,routine,134690,31000
2026-05-03T19:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,640,690,130580,130630,19000,0,fresh,5,0,none,0,routine,134690,31000
2026-05-03T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,810,1030,166040,166260,15000,0,fresh,6,0,none,0,routine,134520,31000
2026-05-03T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,600,620,121830,121850,17000,0,fresh,2,0,none,0,routine,134520,31000
2026-05-03T20:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,610,540,130630,130560,19000,0,fresh,4,0,none,0,routine,134520,31000
2026-05-03T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,990,1490,166260,166760,15000,0,fresh,3,0,none,0,routine,133670,31000
2026-05-03T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,720,1030,121850,122160,17000,0,fresh,2,0,none,0,routine,133670,31000
2026-05-03T21:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,570,610,130560,130600,19000,0,fresh,6,0,none,0,routine,133670,31000
2026-05-03T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1020,870,166760,166610,15000,0,fresh,4,0,none,0,routine,133930,31000
2026-05-03T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,850,720,122160,122030,17000,0,fresh,2,0,none,0,routine,133930,31000
2026-05-03T22:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,640,660,130600,130620,19000,0,fresh,2,0,none,0,routine,133930,31000
2026-05-03T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1050,1020,166610,166580,15000,0,delayed,21,1,feed_delay,1,routine,134160,31000
2026-05-03T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,960,680,122030,121750,17000,0,fresh,4,0,none,0,routine,134160,31000
2026-05-03T23:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,610,690,130620,130700,19000,0,fresh,6,0,none,0,routine,134160,31000
2026-05-04T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,1520,1050,166580,166110,15000,0,fresh,1,0,none,0,routine,134350,31000
2026-05-04T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,860,1020,121750,121910,17000,0,fresh,2,0,none,0,routine,134350,31000
2026-05-04T00:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,510,630,130700,130820,19000,0,fresh,5,0,none,0,routine,134350,31000
2026-05-04T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,890,1120,166110,166340,15000,0,fresh,1,0,none,0,routine,134070,31000
2026-05-04T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,850,760,121910,121820,17000,0,fresh,8,0,none,0,routine,134070,31000
2026-05-04T01:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,490,630,130820,130960,19000,0,fresh,1,0,none,0,routine,134070,31000
2026-05-04T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5670,5220,166340,165890,15000,0,fresh,6,0,none,0,routine,132910,31000
2026-05-04T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,4130,3660,121820,121350,17000,0,fresh,7,0,none,0,routine,132910,31000
2026-05-04T02:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,2050,4130,130960,133040,19000,0,fresh,2,0,none,0,routine,132910,31000
2026-05-04T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6090,8880,165890,168680,15000,0,fresh,8,0,none,0,routine,130280,31000
2026-05-04T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6630,5860,121350,120580,17000,0,fresh,5,0,none,0,routine,130280,31000
2026-05-04T03:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3940,4550,133040,133650,19000,0,fresh,4,0,none,0,routine,130280,31000
2026-05-04T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6620,8380,168680,170440,15000,0,fresh,3,0,none,0,routine,125560,31000
2026-05-04T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,5030,5860,120580,121410,17000,0,fresh,2,0,none,0,routine,125560,31000
2026-05-04T04:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4080,6210,133650,135780,19000,0,fresh,5,0,none,0,routine,125560,31000
2026-05-04T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5540,8190,170440,173090,15000,0,fresh,4,0,none,0,routine,122700,31000
2026-05-04T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6790,6150,121410,120770,17000,0,fresh,1,0,none,0,routine,122700,31000
2026-05-04T05:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4810,5660,135780,136630,19000,0,fresh,8,0,none,0,routine,122700,31000
2026-05-04T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,8320,8030,173090,172800,15000,0,fresh,8,0,none,0,routine,123050,31000
2026-05-04T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8250,7010,120770,119530,17000,0,fresh,7,0,none,0,routine,123050,31000
2026-05-04T06:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4910,6090,136630,137810,19000,0,fresh,8,0,none,0,routine,123050,31000
2026-05-04T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,5760,9210,172800,176250,15000,0,fresh,2,0,none,0,routine,117370,31000
2026-05-04T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7640,6020,119530,117910,17000,0,fresh,3,0,none,0,routine,117370,31000
2026-05-04T07:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,2960,6810,137810,141660,19000,0,fresh,2,0,none,0,routine,117370,31000
2026-05-04T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,8760,10860,176250,178350,15000,0,fresh,2,0,none,0,routine,116880,31000
2026-05-04T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,8790,7170,117910,116290,17000,0,fresh,2,0,none,0,routine,116880,31000
2026-05-04T08:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6120,6130,141660,141670,19000,0,fresh,6,0,none,0,routine,116880,31000
2026-05-04T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7460,10960,178350,181850,15000,0,fresh,8,0,none,0,routine,111070,31000
2026-05-04T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7110,9160,116290,118340,17000,0,fresh,1,0,none,0,routine,111070,31000
2026-05-04T09:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,5610,5870,141670,141930,19000,0,fresh,5,0,none,0,routine,111070,31000
2026-05-04T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6710,8340,181850,183480,15000,0,fresh,3,0,none,0,routine,108140,31000
2026-05-04T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6070,7670,118340,119940,17000,0,fresh,2,0,none,0,routine,108140,31000
2026-05-04T10:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6130,5830,141930,141630,19000,0,fresh,5,0,none,0,routine,108140,31000
2026-05-04T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,8050,10700,183480,186130,15000,0,fresh,6,0,none,0,routine,109200,31000
2026-05-04T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,7130,5530,119940,118340,17000,0,fresh,8,0,none,0,routine,109200,31000
2026-05-04T11:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,6890,4780,141630,139520,19000,0,fresh,1,0,none,0,routine,109200,31000
2026-05-04T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,6880,5300,186130,184550,15000,0,fresh,8,0,none,0,routine,109240,31000
2026-05-04T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,6280,7730,118340,119790,17000,0,fresh,4,0,none,0,routine,109240,31000
2026-05-04T12:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4970,5060,139520,139610,19000,0,fresh,3,0,none,0,routine,109240,31000
2026-05-04T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7320,26160,184550,203390,15000,0,fresh,3,1,liquidity_pressure,0,routine,34430,31000
2026-05-04T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,5950,32720,119790,146560,17000,0,fresh,6,1,liquidity_pressure,0,routine,34430,31000
2026-05-04T13:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3480,32680,139610,168810,19000,0,fresh,7,1,liquidity_pressure,0,routine,34430,31000
2026-05-04T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,7400,28150,203390,224140,15000,0,fresh,2,1,liquidity_pressure,0,routine,0,31000
2026-05-04T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,5520,28640,146560,169680,17000,0,fresh,3,1,liquidity_pressure,0,routine,0,31000
2026-05-04T14:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,3740,30830,168810,195900,19000,0,fresh,1,1,liquidity_pressure,0,routine,0,31000
2026-05-04T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,4980,27060,224140,246220,15000,0,fresh,8,1,liquidity_pressure,0,routine,0,31000
2026-05-04T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,2570,30990,169680,198100,17000,0,fresh,3,1,liquidity_pressure,0,routine,0,31000
2026-05-04T15:00:00+00:00,train,AGT-SYL-006,Uposhohor,Rocket,4550,31200,195900,222550,19000,0,fresh,7,1,liquidity_pressure,0,routine,0,31000
2026-05-04T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,bKash,770,23170,246220,268620,15000,0,fresh,8,1,liquidity_pressure,0,routine,0,31000
2026-05-04T16:00:00+00:00,train,AGT-SYL-006,Uposhohor,Nagad,650,24810,198100,222260,17000,0,fresh,6,1,liquidity_pressure,0,routine,0,31000
