timestamp,split,agent_id,area,shared_cash_before_bdt,shared_cash_after_bdt,shared_cash_safe_threshold_bdt,total_cash_in_bdt,total_cash_out_bdt,net_cash_change_bdt,authorized_cash_support_bdt,event_context,ground_truth_shortage_within_6h,ground_truth_shortage_minutes,next_shared_cash_bdt
2026-05-21T03:00:00+00:00,test,AGT-SYL-004,Subidbazar,130190,126590,37000,19190,22790,0,0,festival_demand,0,,123440
2026-05-21T04:00:00+00:00,test,AGT-SYL-004,Subidbazar,126590,123440,37000,24070,27220,0,0,festival_demand,0,,125030
2026-05-21T05:00:00+00:00,test,AGT-SYL-004,Subidbazar,123440,125030,37000,28520,26930,1590,0,festival_demand,0,,117200
2026-05-21T06:00:00+00:00,test,AGT-SYL-004,Subidbazar,125030,117200,37000,30120,37950,0,0,festival_demand,0,,115320
2026-05-21T07:00:00+00:00,test,AGT-SYL-004,Subidbazar,117200,115320,37000,28730,30610,0,0,festival_demand,0,,110100
2026-05-21T08:00:00+00:00,test,AGT-SYL-004,Subidbazar,115320,110100,37000,24870,30090,0,0,festival_demand,0,,109330
2026-05-21T09:00:00+00:00,test,AGT-SYL-004,Subidbazar,110100,109330,37000,29360,30130,0,0,festival_demand,0,,106580
2026-05-21T10:00:00+00:00,test,AGT-SYL-004,Subidbazar,109330,106580,37000,30320,33070,0,0,festival_demand,0,,104130
2026-05-21T11:00:00+00:00,test,AGT-SYL-004,Subidbazar,106580,104130,37000,28480,30930,0,0,festival_demand,0,,99960
2026-05-21T12:00:00+00:00,test,AGT-SYL-004,Subidbazar,104130,99960,37000,25600,29770,0,0,festival_demand,0,,94490
2026-05-21T13:00:00+00:00,test,AGT-SYL-004,Subidbazar,99960,94490,37000,22170,27640,0,0,festival_demand,0,,96450
2026-05-21T14:00:00+00:00,test,AGT-SYL-004,Subidbazar,94490,96450,37000,24590,22630,1960,0,festival_demand,0,,99170
2026-05-21T15:00:00+00:00,test,AGT-SYL-004,Subidbazar,96450,99170,37000,22210,19490,2720,0,festival_demand,0,,98520
2026-05-21T16:00:00+00:00,test,AGT-SYL-004,Subidbazar,99170,98520,37000,3250,3900,0,0,festival_demand,0,,98510
2026-05-21T17:00:00+00:00,test,AGT-SYL-004,Subidbazar,98520,98510,37000,3310,3320,0,0,festival_demand,0,,97760
2026-05-21T18:00:00+00:00,test,AGT-SYL-004,Subidbazar,98510,97760,37000,2900,3650,0,0,festival_demand,0,,97610
2026-05-21T19:00:00+00:00,test,AGT-SYL-004,Subidbazar,97760,97610,37000,3640,3790,0,0,festival_demand,0,,96970
2026-05-21T20:00:00+00:00,test,AGT-SYL-004,Subidbazar,97610,96970,37000,3520,4160,0,0,festival_demand,0,,97120
2026-05-21T21:00:00+00:00,test,AGT-SYL-004,Subidbazar,96970,97120,37000,3520,3370,150,0,festival_demand,0,,96500
2026-05-21T22:00:00+00:00,test,AGT-SYL-004,Subidbazar,97120,96500,37000,3370,3990,0,0,festival_demand,0,,96250
2026-05-21T23:00:00+00:00,test,AGT-SYL-004,Subidbazar,96500,96250,37000,2960,3210,0,0,festival_demand,0,,
2026-05-01T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,231390,231320,28000,4180,4250,0,0,payday+weekend,0,,230260
2026-05-01T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,231320,230260,28000,3250,4310,0,0,payday+weekend,0,,228330
2026-05-01T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,230260,228330,28000,21230,23160,0,0,payday+weekend,0,,227830
2026-05-01T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,228330,227830,28000,24510,25010,0,0,payday+weekend,0,,221560
2026-05-01T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,227830,221560,28000,23370,29640,0,0,payday+weekend,0,,224450
2026-05-01T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,221560,224450,28000,32620,29730,2890,0,payday+weekend,0,,219930
2026-05-01T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,224450,219930,28000,25670,30190,0,0,payday+weekend,0,,214680
2026-05-01T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,219930,214680,28000,33860,39110,0,0,payday+weekend,0,,222020
2026-05-01T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,214680,222020,28000,36730,29390,7340,0,payday+weekend,0,,224930
2026-05-01T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,222020,224930,28000,37480,34570,2910,0,payday+weekend,0,,223960
2026-05-01T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,224930,223960,28000,29590,30560,0,0,payday+weekend,0,,219380
2026-05-01T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,223960,219380,28000,30320,34900,0,0,payday+weekend,0,,223870
2026-05-01T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,219380,223870,28000,30860,26370,4490,0,payday+weekend,0,,217860
2026-05-01T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,223870,217860,28000,21540,27550,0,0,payday+weekend,0,,218230
2026-05-01T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,217860,218230,28000,25850,25480,370,0,payday+weekend,0,,211010
2026-05-01T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,218230,211010,28000,20620,27840,0,0,payday+weekend,0,,209560
2026-05-01T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,211010,209560,28000,3110,4560,0,0,payday+weekend,0,,209810
2026-05-01T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,209560,209810,28000,4140,3890,250,0,payday+weekend,0,,210140
2026-05-01T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,209810,210140,28000,3870,3540,330,0,payday+weekend,0,,210080
2026-05-01T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,210140,210080,28000,4010,4070,0,0,payday+weekend,0,,210980
2026-05-01T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,210080,210980,28000,4450,3550,900,0,payday+weekend,0,,210010
2026-05-01T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,210980,210010,28000,3470,4440,0,0,payday+weekend,0,,209160
2026-05-01T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,210010,209160,28000,3480,4330,0,0,payday+weekend,0,,209080
2026-05-01T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,209160,209080,28000,4110,4190,0,0,payday+weekend,0,,208530
2026-05-02T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,209080,208530,28000,3630,4180,0,0,payday+weekend,0,,208970
2026-05-02T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,208530,208970,28000,4220,3780,440,0,payday+weekend,0,,205700
2026-05-02T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,208970,205700,28000,21520,24790,0,0,payday+weekend,0,,205700
2026-05-02T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,205700,205700,28000,24920,24920,0,0,payday+weekend,0,,209270
2026-05-02T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,205700,209270,28000,30710,27140,3570,0,payday+weekend,0,,205270
2026-05-02T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,209270,205270,28000,26850,30850,0,0,payday+weekend,0,,202420
2026-05-02T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,205270,202420,28000,30390,33240,0,0,payday+weekend,0,,203390
2026-05-02T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,202420,203390,28000,30270,29300,970,0,payday+weekend,0,,202440
2026-05-02T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,203390,202440,28000,35050,36000,0,0,payday+weekend,0,,197470
2026-05-02T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,202440,197470,28000,35620,40590,0,0,payday+weekend,0,,192550
2026-05-02T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,197470,192550,28000,34140,39060,0,0,payday+weekend,0,,188400
2026-05-02T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,192550,188400,28000,27310,31460,0,0,payday+weekend,0,,182070
2026-05-02T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,188400,182070,28000,28900,35230,0,0,payday+weekend,0,,179520
2026-05-02T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,182070,179520,28000,24040,26590,0,0,payday+weekend,0,,177400
2026-05-02T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,179520,177400,28000,22910,25030,0,0,payday+weekend,0,,176300
2026-05-02T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,177400,176300,28000,19960,21060,0,0,payday+weekend,0,,175120
2026-05-02T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,176300,175120,28000,3530,4710,0,0,payday+weekend,0,,174500
2026-05-02T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,175120,174500,28000,3880,4500,0,0,payday+weekend,0,,175040
2026-05-02T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,174500,175040,28000,4470,3930,540,0,payday+weekend,0,,173970
2026-05-02T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,175040,173970,28000,3200,4270,0,0,payday+weekend,0,,172990
2026-05-02T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,173970,172990,28000,3350,4330,0,0,payday+weekend,0,,172700
2026-05-02T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,172990,172700,28000,4510,4800,0,0,payday+weekend,0,,171870
2026-05-02T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,172700,171870,28000,3050,3880,0,0,payday+weekend,0,,172490
2026-05-02T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,171870,172490,28000,4420,3800,620,0,payday+weekend,0,,172310
2026-05-03T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,172490,172310,28000,2590,2770,0,0,routine,0,,172260
2026-05-03T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,172310,172260,28000,2470,2520,0,0,routine,0,,170260
2026-05-03T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,172260,170260,28000,12460,14460,0,0,routine,0,,168540
2026-05-03T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,170260,168540,28000,15770,17490,0,0,routine,0,,170970
2026-05-03T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,168540,170970,28000,18220,15790,2430,0,routine,0,,170250
2026-05-03T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,170970,170250,28000,19160,19880,0,0,routine,0,,170960
2026-05-03T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,170250,170960,28000,20000,19290,710,0,routine,0,,170890
2026-05-03T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,170960,170890,28000,20040,20110,0,0,routine,0,,169230
2026-05-03T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,170890,169230,28000,21390,23050,0,0,routine,0,,167810
2026-05-03T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,169230,167810,28000,19020,20440,0,0,routine,0,,163140
2026-05-03T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,167810,163140,28000,18530,23200,0,0,routine,0,,166340
2026-05-03T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,163140,166340,28000,21090,17890,3200,0,routine,0,,165960
2026-05-03T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,166340,165960,28000,18460,18840,0,0,routine,0,,161000
2026-05-03T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,165960,161000,28000,14970,19930,0,0,routine,0,,155870
2026-05-03T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,161000,155870,28000,12890,18020,0,0,routine,0,,156700
2026-05-03T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,155870,156700,28000,14320,13490,830,0,routine,0,,156950
2026-05-03T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,156700,156950,28000,2570,2320,250,0,routine,0,,156920
2026-05-03T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,156950,156920,28000,2600,2630,0,0,routine,0,,156890
2026-05-03T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,156920,156890,28000,2610,2640,0,0,routine,0,,157260
2026-05-03T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,156890,157260,28000,2660,2290,370,0,routine,0,,156870
2026-05-03T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,157260,156870,28000,2260,2650,0,0,routine,0,,156190
2026-05-03T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,156870,156190,28000,2160,2840,0,0,routine,0,,156120
2026-05-03T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,156190,156120,28000,2670,2740,0,0,routine,0,,155400
2026-05-03T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,156120,155400,28000,2010,2730,0,0,routine,0,,155310
2026-05-04T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,155400,155310,28000,2450,2540,0,0,routine,0,,154750
2026-05-04T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,155310,154750,28000,2660,3220,0,0,routine,0,,151110
2026-05-04T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,154750,151110,28000,12060,15700,0,0,routine,0,,151320
2026-05-04T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,151110,151320,28000,15480,15270,210,0,routine,0,,151330
2026-05-04T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,151320,151330,28000,17020,17010,10,0,routine,0,,146860
2026-05-04T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,151330,146860,28000,16170,20640,0,0,routine,0,,142680
2026-05-04T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,146860,142680,28000,20520,24700,0,0,routine,0,,140250
2026-05-04T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,142680,140250,28000,19740,22170,0,0,routine,1,360,137820
2026-05-04T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,140250,137820,28000,20650,23080,0,0,routine,1,300,136730
2026-05-04T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,137820,136730,28000,21130,22220,0,0,routine,1,240,140700
2026-05-04T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,136730,140700,28000,20580,16610,3970,0,routine,1,180,137030
2026-05-04T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,140700,137030,28000,20580,24250,0,0,routine,1,120,62910
2026-05-04T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,137030,62910,28000,20550,94670,0,0,routine,1,60,0
2026-05-04T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,62910,0,28000,16510,93450,0,0,routine,1,60,0
2026-05-04T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,13850,93150,0,0,routine,1,60,0
2026-05-04T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,14410,85830,0,0,routine,1,60,0
2026-05-04T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2580,2660,0,0,routine,1,60,0
2026-05-04T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2100,2300,0,0,routine,1,60,0
2026-05-04T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2270,2790,0,0,routine,1,60,0
2026-05-04T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2280,3330,0,0,routine,1,60,240
2026-05-04T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,240,28000,2860,2620,240,0,routine,1,60,0
2026-05-04T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,240,0,28000,2190,2690,0,0,routine,1,60,480
2026-05-04T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,480,28000,2630,2150,480,0,routine,1,60,740
2026-05-04T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,480,740,28000,2550,2290,260,0,routine,1,60,710
2026-05-05T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,740,710,28000,2760,2790,0,0,routine,1,60,530
2026-05-05T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,710,530,28000,2710,2890,0,0,routine,0,,165670
2026-05-05T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,530,165670,28000,13620,13480,140,165000,routine,0,,165570
2026-05-05T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,165670,165570,28000,15450,15550,0,0,routine,0,,162620
2026-05-05T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,165570,162620,28000,17040,19990,0,0,routine,0,,161870
2026-05-05T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,162620,161870,28000,20680,21430,0,0,routine,0,,153440
2026-05-05T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,161870,153440,28000,16480,24910,0,0,routine,0,,153730
2026-05-05T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,153440,153730,28000,21620,21330,290,0,routine,0,,148730
2026-05-05T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,153730,148730,28000,16720,21720,0,0,routine,0,,154210
2026-05-05T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,148730,154210,28000,22850,17370,5480,0,routine,0,,152360
2026-05-05T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,154210,152360,28000,18990,20840,0,0,routine,0,,150450
2026-05-05T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,152360,150450,28000,19880,21790,0,0,routine,0,,152070
2026-05-05T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,150450,152070,28000,20820,19200,1620,0,routine,0,,145160
2026-05-05T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,152070,145160,28000,15980,22890,0,0,routine,0,,141610
2026-05-05T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,145160,141610,28000,12790,16340,0,0,routine,0,,107330
2026-05-05T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,141610,107330,28000,14780,49060,0,0,routine,0,,74710
2026-05-05T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,107330,74710,28000,2460,35080,0,0,routine,0,,38710
2026-05-05T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,74710,38710,28000,2300,38300,0,0,routine,0,,38310
2026-05-05T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,38710,38310,28000,2270,2670,0,0,routine,0,,38480
2026-05-05T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,38310,38480,28000,2470,2300,170,0,routine,0,,38050
2026-05-05T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,38480,38050,28000,2500,2930,0,0,routine,0,,37520
2026-05-05T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,38050,37520,28000,2400,2930,0,0,routine,0,,37450
2026-05-05T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,37520,37450,28000,2510,2580,0,0,routine,0,,37110
2026-05-05T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,37450,37110,28000,2410,2750,0,0,routine,0,,37140
2026-05-06T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,37110,37140,28000,2500,2470,30,0,routine,0,,36480
2026-05-06T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,37140,36480,28000,2180,2840,0,0,routine,0,,32660
2026-05-06T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,36480,32660,28000,11110,14930,0,0,routine,0,,31320
2026-05-06T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,32660,31320,28000,14300,15640,0,0,routine,0,,29410
2026-05-06T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,31320,29410,28000,15560,17470,0,0,routine,0,,30940
2026-05-06T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,29410,30940,28000,20100,18570,1530,0,routine,1,360,32870
2026-05-06T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,30940,32870,28000,21890,19960,1930,0,routine,1,300,31350
2026-05-06T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,32870,31350,28000,21940,23460,0,0,routine,1,240,32070
2026-05-06T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,31350,32070,28000,22730,22010,720,0,routine,1,180,31060
2026-05-06T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,32070,31060,28000,20480,21490,0,0,routine,1,120,31620
2026-05-06T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,31060,31620,28000,21260,20700,560,0,routine,1,60,27210
2026-05-06T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,31620,27210,28000,20050,24460,0,0,routine,1,120,29730
2026-05-06T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,27210,29730,28000,19560,17040,2520,0,routine,1,60,27570
2026-05-06T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,29730,27570,28000,15870,18030,0,0,routine,1,120,28530
2026-05-06T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,27570,28530,28000,14880,13920,960,0,routine,1,60,0
2026-05-06T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,28530,0,28000,13630,56670,0,0,routine,1,60,0
2026-05-06T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2510,40470,0,0,routine,1,60,0
2026-05-06T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2540,43290,0,0,routine,1,60,0
2026-05-06T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2180,2520,0,0,routine,1,60,0
2026-05-06T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2460,2740,0,0,routine,1,60,0
2026-05-06T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2550,3050,0,0,routine,1,60,0
2026-05-06T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,0,28000,2550,2990,0,0,routine,1,60,160
2026-05-06T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,160,28000,2630,2470,160,0,routine,1,60,190
2026-05-06T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,160,190,28000,2320,2290,30,0,routine,1,60,290
2026-05-07T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,190,290,28000,2530,2430,100,0,routine,1,60,0
2026-05-07T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,290,0,28000,2240,2660,0,0,routine,0,,165420
2026-05-07T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,0,165420,28000,13510,13090,420,165000,routine,0,,162140
2026-05-07T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,165420,162140,28000,16110,19390,0,0,routine,0,,159560
2026-05-07T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,162140,159560,28000,17430,20010,0,0,routine,0,,161750
2026-05-07T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,159560,161750,28000,21370,19180,2190,0,routine,0,,157360
2026-05-07T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,161750,157360,28000,19790,24180,0,0,routine,0,,156810
2026-05-07T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,157360,156810,28000,23160,23710,0,0,routine,0,,156070
2026-05-07T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,156810,156070,28000,21190,21930,0,0,routine,0,,153240
2026-05-07T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,156070,153240,28000,20460,23290,0,0,routine,0,,146950
2026-05-07T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,153240,146950,28000,17440,23730,0,0,routine,0,,146760
2026-05-07T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,146950,146760,28000,20340,20530,0,0,routine,1,360,143950
2026-05-07T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,146760,143950,28000,17300,20110,0,0,routine,1,300,141040
2026-05-07T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,143950,141040,28000,15810,18720,0,0,routine,1,240,138700
2026-05-07T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,141040,138700,28000,13730,16070,0,0,routine,1,180,92470
2026-05-07T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,138700,92470,28000,10100,56330,0,0,routine,1,120,52770
2026-05-07T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,92470,52770,28000,2410,42110,0,0,routine,1,60,10260
2026-05-07T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,52770,10260,28000,2610,45120,0,0,routine,1,60,10370
2026-05-07T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,10260,10370,28000,2250,2140,110,0,routine,1,60,9870
2026-05-07T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,10370,9870,28000,2080,2580,0,0,routine,1,60,9270
2026-05-07T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,9870,9270,28000,2360,2960,0,0,routine,1,60,9080
2026-05-07T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,9270,9080,28000,2330,2520,0,0,routine,1,60,9100
2026-05-07T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,9080,9100,28000,2770,2750,20,0,routine,1,60,9290
2026-05-07T23:00:00+00:00,train,AGT-SYL-005,Shibgonj,9100,9290,28000,2560,2370,190,0,routine,1,60,8690
2026-05-08T00:00:00+00:00,train,AGT-SYL-005,Shibgonj,9290,8690,28000,2620,3220,0,0,weekend,1,60,7430
2026-05-08T01:00:00+00:00,train,AGT-SYL-005,Shibgonj,8690,7430,28000,2230,3490,0,0,weekend,0,,168670
2026-05-08T02:00:00+00:00,train,AGT-SYL-005,Shibgonj,7430,168670,28000,15690,19450,0,165000,weekend,0,,168770
2026-05-08T03:00:00+00:00,train,AGT-SYL-005,Shibgonj,168670,168770,28000,17570,17470,100,0,weekend,0,,165710
2026-05-08T04:00:00+00:00,train,AGT-SYL-005,Shibgonj,168770,165710,28000,17130,20190,0,0,weekend,0,,158930
2026-05-08T05:00:00+00:00,train,AGT-SYL-005,Shibgonj,165710,158930,28000,17610,24390,0,0,weekend,0,,153680
2026-05-08T06:00:00+00:00,train,AGT-SYL-005,Shibgonj,158930,153680,28000,19290,24540,0,0,weekend,0,,147200
2026-05-08T07:00:00+00:00,train,AGT-SYL-005,Shibgonj,153680,147200,28000,21360,27840,0,0,weekend,0,,140700
2026-05-08T08:00:00+00:00,train,AGT-SYL-005,Shibgonj,147200,140700,28000,23520,30020,0,0,weekend,0,,138440
2026-05-08T09:00:00+00:00,train,AGT-SYL-005,Shibgonj,140700,138440,28000,23670,25930,0,0,weekend,0,,134570
2026-05-08T10:00:00+00:00,train,AGT-SYL-005,Shibgonj,138440,134570,28000,23030,26900,0,0,weekend,0,,130490
2026-05-08T11:00:00+00:00,train,AGT-SYL-005,Shibgonj,134570,130490,28000,23540,27620,0,0,weekend,0,,131430
2026-05-08T12:00:00+00:00,train,AGT-SYL-005,Shibgonj,130490,131430,28000,20870,19930,940,0,weekend,0,,129320
2026-05-08T13:00:00+00:00,train,AGT-SYL-005,Shibgonj,131430,129320,28000,21590,23700,0,0,weekend,0,,129220
2026-05-08T14:00:00+00:00,train,AGT-SYL-005,Shibgonj,129320,129220,28000,18740,18840,0,0,weekend,0,,130160
2026-05-08T15:00:00+00:00,train,AGT-SYL-005,Shibgonj,129220,130160,28000,14640,13700,940,0,weekend,0,,128910
2026-05-08T16:00:00+00:00,train,AGT-SYL-005,Shibgonj,130160,128910,28000,2280,3530,0,0,weekend,0,,128320
2026-05-08T17:00:00+00:00,train,AGT-SYL-005,Shibgonj,128910,128320,28000,2320,2910,0,0,weekend,0,,127850
2026-05-08T18:00:00+00:00,train,AGT-SYL-005,Shibgonj,128320,127850,28000,2530,3000,0,0,weekend,0,,127750
2026-05-08T19:00:00+00:00,train,AGT-SYL-005,Shibgonj,127850,127750,28000,2980,3080,0,0,weekend,0,,127480
2026-05-08T20:00:00+00:00,train,AGT-SYL-005,Shibgonj,127750,127480,28000,3050,3320,0,0,weekend,0,,126970
2026-05-08T21:00:00+00:00,train,AGT-SYL-005,Shibgonj,127480,126970,28000,3010,3520,0,0,weekend,0,,127940
2026-05-08T22:00:00+00:00,train,AGT-SYL-005,Shibgonj,126970,127940,28000,3320,2350,970,0,weekend,0,,127140
